,post id,time stamp,author,post,likes,shares,comments,social media,source,location
357,1267130745920913410,2020-05-31 16:28:06,Ethiopia Live Updates,"RT @SandokanDebebe: He is ""walking the talk""
ይህ በአዲስ አበባ ነው። 
When a dream comes true... 
@PMEthiopia 
@AbiyAhmedAli https://t.co/8wll5TBvMi",0,54, ,twitter,[],Addis Ababa
358,1267129156392886277,2020-05-31 16:21:47,Ethiopia Live Updates,"""....777 በኦነግ ሸኔ ስም የተገደሉት እና 1343 የአካል ጉዳት የደረሰባቸውን ምንም ትንተና አልሰጠበትም።"" https://t.co/VgtjJ16Pit",2,2, ,twitter,['https://www.facebook.com/1567261256905401/posts/2421425974822254/'],Addis Ababa
359,1267127539354533891,2020-05-31 16:15:22,Ethiopia Live Updates,ባጃጇ ታርጋ እንደሌላትና አሽከርካሪውም ለመቆም ፈቃደኛ አልነበረም ተብሏል። ተሽከርካሪዋ በቁጥጥር ሥረ መዋሏ እና ተጠርጣሪዎችም መታወቃቸው ተገልጿል። በቁጥጥር ሥር ለማዋልም ክትትል እየተደረገ እንደሆነ ነው የተገለጸው። https://t.co/Vm5xee8gV0,0,0, ,twitter,['https://www.facebook.com/118697174971952/posts/1270631943111797/'],Addis Ababa
360,1267132707655516160,2020-05-31 16:35:54,borkena,@TimHortons Plain. no milk. no sugar. Most of the time I take tea.,0,0, ,twitter,[],"Toronto,Canada"
361,1267111169489338369,2020-05-31 15:10:19,borkena,"Ethiopian Coronavirus update: 1172 confirmed cases,209 recovery, 11 deaths. Read more. https://t.co/YzdDRoBEcD #Ethiopia #News #coronavirus #COVID19Ethiopia",0,0, ,twitter,['https://borkena.com/2020/05/31/ethiopian-coronavirus-1172-confirmed-cases-209-recovery11-deaths/'],"Toronto,Canada"
362,1267105343747887115,2020-05-31 14:47:10,borkena,"RT @BerhanuMegerssa: Moscow is prepared to act as a go-between in Cairo-Addis Ababa dialogue on issue of GERD, Russia’s Special Representat…",0,2, ,twitter,[],"Toronto,Canada"
363,1267101285632946176,2020-05-31 14:31:02,borkena,"RT @tesfamaryam21: ማለዳ❤

 እንደ ፍቃድህ ቸር አውለን🙏 https://t.co/KLEcIV89qY",0,4, ,twitter,[],"Toronto,Canada"
364,1267098220569788416,2020-05-31 14:18:51,borkena,Ethiopia calls for joint-investigation into border incidents with Sudan which happened last week. Read more. https://t.co/xySjCiiLyj #Ethiopia #Sudan #border @mfaethiopia,3,0, ,twitter,['https://borkena.com/2020/05/31/ethiopia-calls-for-joint-investigation-into-border-incident-with-sudan/'],"Toronto,Canada"
365,1266884936931446784,2020-05-31 00:11:21,borkena,Random shots at Bloor and St. George #Toronto #UnitedChurch on the left and Baha’i Center next to in  on the right. Location of churches in downtown Toronto seems to tell a story of their importance and power in society in the past. #Church #faith https://t.co/wwRFdH5FQn,1,0, ,twitter,[],"Toronto,Canada"
366,1266878101344092164,2020-05-30 23:44:11,borkena,"As someone from a “traditional” and collectivist society background, it always felt so weird for me to drink an drink in the go. Weirder when it is #tea or #coffee. Got a tea take out from #TimHortons &amp; breathing !  @TimHortons #Toronto https://t.co/bQ7I0U1aMT",0,0, ,twitter,[],"Toronto,Canada"
367,1266736142210207744,2020-05-30 14:20:05,borkena,"Ethiopia Coronavirus: 1063 cases confirmed, 8 COVID 19 related deaths. Read more. https://t.co/6OGgMwC8Nr #Ethiopia #News #coronavirus #COVID19",1,0, ,twitter,['https://borkena.com/2020/05/30/ethiopia-coronavirus-1063-cases-confirmed-8-covid-19-related-deaths/'],"Toronto,Canada"
368,1266720207332048896,2020-05-30 13:16:46,borkena,Gaps and Omissions in the latest Amnesty International Report. https://t.co/kZpWwoEdYx #Ethiopia #News @amnesty #AmharaAssociationofAmerica,0,0, ,twitter,['https://borkena.com/2020/05/30/ethiopia-amnesty-international-report-gaps-and-omissions/'],"Toronto,Canada"
369,1266708253821599744,2020-05-30 12:29:16,borkena,RT @alemu_markos: @MTBorago @wolde_yes @amnesty @FissehaTekle @AbiyAhmedAli @AmnestyEARO @DanielBekele @hrw @hrcoethio @GetachewSS @awolall…,0,1, ,twitter,[],"Toronto,Canada"
370,1266708163048374277,2020-05-30 12:28:55,borkena,RT @GTWTW_Now: @MTBorago @amnesty @FissehaTekle @AbiyAhmedAli @AmnestyEARO @DanielBekele @hrw @hrcoethio @GetachewSS @awolallo @fitsumarega…,0,1, ,twitter,[],"Toronto,Canada"
371,1266576766015098882,2020-05-30 03:46:47,borkena,Police released identity of suspect linked to Haymanot Bedada killings. Read more. https://t.co/rrsArNMUhK #Ethiopia #News #crime #homicide #HaymanotBedada,0,0, ,twitter,['https://borkena.com/2020/05/29/ethiopiapolice-released-identity-of-suspect-linked-to-haymanot-bedada-death/'],"Toronto,Canada"
372,1266576169928986630,2020-05-30 03:44:25,borkena,Ethiopian Airlines pilots supporting the fight against Coronavirus in multiple fronts. Read more. https://t.co/YjNLDonx8G #Ethiopia #News #EthiopianAirlines @ALPAEthiopia,1,0, ,twitter,['https://borkena.com/2020/05/29/ethiopian-airlines-pilots-donated-1-mln-birr-worth-of-health-supply/'],"Toronto,Canada"
373,1266575551042592769,2020-05-30 03:41:57,borkena,Ethiopian House of Representatives approved 48.6 billion additional budget. Read more. https://t.co/rydWVQjAkC #Ethiopia #news #economy #budget  #coronavirus,1,0, ,twitter,['https://borkena.com/2020/05/29/ethiopian-house-of-representatives-approved-48-6-billion-additional-budget/'],"Toronto,Canada"
374,1266415431281258499,2020-05-29 17:05:42,borkena,"Killings by Government Forces Reported in Oromia, Government Blames Insurgents. (by Bernabas Shiferaw) Read more. https://t.co/WBUa3B4bnZ  #Ethiopia #News #humanrights",3,3, ,twitter,['https://borkena.com/2020/05/29/killings-by-government-forces-reported-in-oromia-government-blames-insurgents/'],"Toronto,Canada"
375,1266413138318110725,2020-05-29 16:56:35,borkena,"Rape, extrajudicial executions, homes set alight in security operations in Amhara and Oromia. Read more. https://t.co/MqqMtA7gju #Ethiopia #humanrights #news @amnesty",0,0, ,twitter,['https://borkena.com/2020/05/29/rape-extrajudicial-executions-homes-set-alight-in-security-operations-in-amhara-and-oromia/'],"Toronto,Canada"
376,1266404209118924801,2020-05-29 16:21:06,borkena,Ethiopia tested a little over 5000 suspected corovavirus cases in the past 24 hrs. 137 people tested positive for the virus. Total confirmed cases now 968. Read more. https://t.co/wuRbm7mguX #Ethiopia #coronavirus #COVID19Ethiopia #News #EthiopianNews,0,0, ,twitter,['https://borkena.com/2020/05/29/ethiopia-coronavirus-137-new-confirmed-cases-968-total-confirmed-cases/'],"Toronto,Canada"
377,1266212141574520832,2020-05-29 03:37:54,borkena,"“Federal government humiliated Ethiopia by opening doors to foreign powers,” says TPLF. Read more. https://t.co/IzclzmYwvH #Ethiopia #News #politics #TPLF",0,0, ,twitter,['https://borkena.com/2020/05/28/federal-government-humiliated-ethiopia-by-opening-doors-to-foreign-powers-says-tplf/'],"Toronto,Canada"
378,1266211599771107329,2020-05-29 03:35:45,borkena,"Haymanot Bedada, a graduate student, found dead in her college laboratory. Who killed her?Read more. https://t.co/gSnueNZgin #Ethiopia #News #homicide #crime",1,0, ,twitter,['https://borkena.com/2020/05/28/haymanot-bedadagraduate-student-found-dead-in-her-college-laboratory/'],"Toronto,Canada"
379,1266150522903498755,2020-05-28 23:33:03,borkena,"Sudanese army spokesman says Ethiopian militia killed “a number of Sudanese soldiers,” commander. Read more. https://t.co/OFOcb6aRgI #border #Sudan #Ethiopia @mfaethiopia",2,1, ,twitter,['https://borkena.com/2020/05/28/sudan-army-spokesman-claims-ethiopian-militia-killed-a-number-of-sudanese-soldiers-commander/'],"Toronto,Canada"
380,1266149256945156103,2020-05-28 23:28:01,borkena,Ethiopia repatriates more than 300 citizens from Lebanon. Read more. https://t.co/QgaxrVK9Tw #Ethiopia #Migrants #Lebanon @mfaethiopia,2,0, ,twitter,['https://borkena.com/2020/05/28/ethiopia-repatriates-more-than-300-citizens-from-lebanon/'],"Toronto,Canada"
381,1266148805591937026,2020-05-28 23:26:13,borkena,Creditors Should Cancel All of Africa’s Foreign Debt. (last part) Read more. https://t.co/6U3jwDmBSd #Africa #Debt #creditors,0,0, ,twitter,['https://borkena.com/2020/05/28/creditors-should-cancel-all-of-africas-foreign-debt/'],"Toronto,Canada"
382,1266062628562128903,2020-05-28 17:43:47,borkena,"Ethiopia Coronavirus: 831 confirmed,191 recovery. Addis Ababa continues to have higher number of confirmed cases. Read more. https://t.co/Q5RZwU8HAW #Ethiopia #AddisAbaba #News #coronavirus #COVID19Ethiopia",0,0, ,twitter,['https://borkena.com/2020/05/28/ethiopia-coronavirus-831-confirmed191-recovery/'],"Toronto,Canada"
383,1266049458795659264,2020-05-28 16:51:27,borkena,Ethiopian Human Rights Commission sees inconsistent practices with SOE declaration. Read more. https://t.co/9jjD2vA5nm #Ethiopia #News #humanrights #coronavirus #covid19,0,1, ,twitter,['https://borkena.com/2020/05/28/ethiopian-human-rights-commission-sees-abuse-of-soe-declaration/'],"Toronto,Canada"
384,1265883438185398272,2020-05-28 05:51:45,borkena,Can the Ethiopian Constitution be a savior? Read more. https://t.co/sRHI69nGyV #Ethiopia #News #Constitution #editorial @ashenafi_meaza,0,0, ,twitter,['https://borkena.com/2020/05/27/can-the-ethiopian-constitution-be-a-savior/'],"Toronto,Canada"
385,1265881300944158720,2020-05-28 05:43:15,borkena,The Story of Debre Genet Elias: One of the Hidden Treasures of Ethiopia. (By Tsehai Alemayehu)  https://t.co/4kh4Vn3BkU #Ethiopia #Church #DebreGenetElias,2,1, ,twitter,['https://borkena.com/2020/05/28/the-story-of-debre-genet-elias-one-of-the-hidden-treasures-of-ethiopia/'],"Toronto,Canada"
386,1265655398297751552,2020-05-27 14:45:36,borkena,"Ethiopia Coronavirus: 731 confirmed cases, 181 recoveries,6 deaths. Read more. https://t.co/jXsi5QIDpX  #Ethiopia #News #Coronavirus #COVID19Ethiopia #AddisAbaba #Amhara",0,1, ,twitter,['https://borkena.com/2020/05/27/ethiopia-coronavirus-731-confirmed-cases-181-recoveries-6-deaths/'],"Toronto,Canada"
387,1265639684086140929,2020-05-27 13:43:09,borkena,Malaria and Cholera wreaking havoc as Ethiopia's attention is on the fight against the Coronavirus disease. Read more. https://t.co/M3tbVnAEWa #Ethiopia #news #health #Malaria #cholera,0,0, ,twitter,['https://borkena.com/2020/05/27/ethiopia-malaria-and-cholera-epidemics-overshadowed-by-covid-19/'],"Toronto,Canada"
388,1265630213272150016,2020-05-27 13:05:31,borkena,De facto state in North Ethiopia facing popular protest. Read more. https://t.co/oOHz8fJSAw #Ethiopia #News #Tigray #TPLF,1,0, ,twitter,['https://borkena.com/2020/05/26/ethiopia-de-facto-state-in-the-north-facing-popular-protest/'],"Toronto,Canada"
389,1265629046744010756,2020-05-27 13:00:53,borkena,"Ethnic Federalism, Tyrants shield (Dejen Yemane Messele). Read more. https://t.co/bdcqKUbG8X #Ethiopia #politics #ethnicfederalism @MesseleDejen",0,0, ,twitter,['https://borkena.com/2020/05/27/ethiopia-ethnic-federalism-tyrants-shield-dejen-yemane-messele/'],"Toronto,Canada"
